epoch,bce_tversky_loss_metric,dice_bce_loss_metric,dice_coefficient,dice_loss_metric,focal_tversky_loss_metric,iou_score,loss,precision_metric,sensitivity,specificity,tversky_loss_metric,val_bce_tversky_loss_metric,val_dice_bce_loss_metric,val_dice_coefficient,val_dice_loss_metric,val_focal_tversky_loss_metric,val_iou_score,val_loss,val_precision_metric,val_sensitivity,val_specificity,val_tversky_loss_metric
0,0.5291224718093872,0.5291224718093872,0.1430848389863968,0.8569151759147644,0.8895564079284668,0.0800456777215004,0.5291224718093872,0.08822502195835114,0.5231629014015198,0.8492374420166016,0.8569151759147644,0.5609449744224548,0.5609449744224548,0.02485974319279194,0.9751402139663696,0.981292724609375,0.01259686704725027,0.5609449744224548,0.014599588699638844,0.08888935297727585,0.8981121182441711,0.9751402139663696
1,0.29089757800102234,0.29089757800102234,0.46650975942611694,0.5334901213645935,0.620674192905426,0.3136359751224518,0.29089757800102234,0.4028348922729492,0.6002616286277771,0.983766496181488,0.5334901809692383,0.4499950706958771,0.4499950706958771,0.1769707053899765,0.8230293393135071,0.8622795343399048,0.10208503901958466,0.4499950706958771,0.1796632707118988,0.18135665357112885,0.9873234629631042,0.8230293393135071
2,0.2065260261297226,0.2065260112285614,0.6281031370162964,0.3718970715999603,0.47153612971305847,0.46898090839385986,0.2065260261297226,0.6472052335739136,0.6284250020980835,0.9947426319122314,0.3718970715999603,0.22263042628765106,0.22263042628765106,0.588268518447876,0.4117315709590912,0.5068628191947937,0.43417277932167053,0.22263042628765106,0.6969402432441711,0.5249325633049011,0.9966604709625244,0.4117315709590912
3,0.18326334655284882,0.18326334655284882,0.6732547283172607,0.3267452120780945,0.42627355456352234,0.5204586982727051,0.18326334655284882,0.7222079634666443,0.6470503211021423,0.996151864528656,0.3267451524734497,0.18022501468658447,0.18022501468658447,0.6695979237556458,0.33040207624435425,0.42739278078079224,0.5219486951828003,0.18022501468658447,0.7065051198005676,0.6565184593200684,0.9957385063171387,0.33040207624435425
4,0.16552670300006866,0.16552668809890747,0.7060278654098511,0.2939721643924713,0.3934400677680969,0.5577793717384338,0.16552670300006866,0.7605404853820801,0.6739579439163208,0.9967952966690063,0.2939721643924713,0.20559537410736084,0.20559537410736084,0.6240888833999634,0.3759111762046814,0.47094807028770447,0.47517889738082886,0.20559537410736084,0.8238894939422607,0.5215593576431274,0.9984896779060364,0.3759111762046814
5,0.15537318587303162,0.1553732007741928,0.724598228931427,0.2754018008708954,0.37460532784461975,0.5793682932853699,0.15537318587303162,0.7852184176445007,0.687110424041748,0.9971160292625427,0.2754018306732178,0.25418806076049805,0.25418806076049805,0.5488003492355347,0.4511996805667877,0.5437781810760498,0.3951476216316223,0.25418806076049805,0.7310224771499634,0.4601636528968811,0.9974064826965332,0.4511996805667877
6,0.1491623967885971,0.1491623967885971,0.7367455363273621,0.26325443387031555,0.3606841564178467,0.5967461466789246,0.1491623967885971,0.79121994972229,0.7040567994117737,0.9971511960029602,0.26325443387031555,0.17154869437217712,0.17154869437217712,0.687541663646698,0.31245842576026917,0.40706416964530945,0.5471750497817993,0.17154869437217712,0.8522645831108093,0.5961739420890808,0.9985026717185974,0.31245842576026917
7,0.13419310748577118,0.13419310748577118,0.7633742094039917,0.23662571609020233,0.33337998390197754,0.6280938386917114,0.13419310748577118,0.8094876408576965,0.7351315021514893,0.9973356127738953,0.23662571609020233,0.15393759310245514,0.15393760800361633,0.7249921560287476,0.27500781416893005,0.37083935737609863,0.586363673210144,0.15393759310245514,0.797718346118927,0.6867002844810486,0.9971752762794495,0.27500781416893005
8,0.1317768394947052,0.1317768394947052,0.7677961587905884,0.23220376670360565,0.32872867584228516,0.633791446685791,0.1317768394947052,0.8120628595352173,0.7398877739906311,0.9973302483558655,0.23220373690128326,0.19015127420425415,0.19015127420425415,0.6601617336273193,0.33983826637268066,0.43520453572273254,0.5147054195404053,0.19015127420425415,0.8725444078445435,0.5516533851623535,0.9989029765129089,0.3398382067680359
9,0.1252511888742447,0.12525120377540588,0.7788307666778564,0.22116921842098236,0.31619077920913696,0.6489131450653076,0.1252511888742447,0.8204405307769775,0.7542228698730469,0.9974377751350403,0.22116921842098236,0.137675479054451,0.137675479054451,0.7492879629135132,0.25071194767951965,0.34534600377082825,0.616330087184906,0.137675479054451,0.8020826578140259,0.7224671840667725,0.9969980120658875,0.25071194767951965
